1	47	47	38
2	58	61	47
3	68	77	53
4	79	83	64
5	87	89	66
6	100	103	73
7	109	114	81
8	119	120	89
9	132	131	95
10	139	144	99
11	148	159	111
12	162	160	112
13	163	167	121
14	181	177	124
15	189	183	135
16	191	191	135
17	202	203	145
18	209	204	147
19	221	210	156
20	229	218	162
21	235	232	172
22	249	234	173
23	255	245	181
24	273	252	189
25	283	258	197
26	283	265	200
27	293	276	204
28	310	279	213
29	323	304	213
30	334	299	220
